Id,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFullBath,BsmtHalfBath,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LowQualFinSF,MSSubClass,MasVnrArea,OverallCond,OverallQual,YearBuilt,YearRemodAdd,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_Basment,GarageType_2Types,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_BrkCmn,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family
1,-0.12752854697068705,0.5012264142335388,0.03494347379239471,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.10097503813924692,0.09335161069225499,0.15952945001858046,0.07883954436192679,0.6197327852004111,-0.029690533287655658,-0.01606126883231148,-0.008824090029802152,0.03367390121516235,0.11724835980662984,-0.14114422747516264,0.2024285333637851,0.4592350963949335,0.6245175288340761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2,0.04302385798625478,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,0.938635584504628,0.21599862966769445,-0.017304531753226195,0.09335161069225499,-0.013547473058342628,-0.08996226422887954,-0.3802672147995889,-0.029690533287655658,-0.005310842320824882,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.6088557725248374,-0.019793688858437106,0.06793074856884654,-0.27548247116592395,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3,-0.10064343880013464,0.5128486902625945,0.03494347379239471,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.1816201994295695,0.09335161069225499,0.14670893719806763,0.10747556546215285,0.6197327852004111,-0.029690533287655658,0.010113682673916758,-0.008824090029802152,0.03367390121516235,0.07474835980662985,-0.14114422747516264,0.2024285333637851,0.43024958914855665,0.5911841955007427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4,-0.0834201663783745,0.40631115999625067,0.03494347379239471,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,0.2273191241607523,0.49335161069225497,0.1274781679672984,0.08147707262115814,-0.3802672147995889,-0.029690533287655658,-0.005778252169150386,-0.008824090029802152,0.15132096003869175,-0.12775164019337015,-0.14114422747516264,0.2024285333637851,-0.8161272224456462,-0.4754824711659239,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,-0.006125480388036338,0.6939624917153789,0.2849434737923947,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.4880718123327953,0.49335161069225497,0.14029868078781121,0.2627129430054837,0.6197327852004111,-0.029690533287655658,0.03825175554311211,-0.008824090029802152,0.03367390121516235,0.30974835980662985,-0.14114422747516264,0.42465075558600734,0.4157568355253683,0.5245175288340761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,-0.1527333358805799,0.2222917895362022,-0.4650565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,0.00957718867688133,0.09335161069225499,0.09542688591601635,-0.05228328909700313,0.6197327852004111,-0.029690533287655658,0.03689626698296815,-0.008824090029802152,-0.08397315760836706,-0.12775164019337015,-0.14114422747516264,-0.24201591108065934,0.31430756016304945,0.3578508621674094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7,0.22449833813748352,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.21925460803172003,0.09335161069225499,0.16593970642883685,0.07281090834082656,-0.3802672147995889,-0.029690533287655658,-0.0007863149890340008,-0.008824090029802152,-0.4369143340789553,0.10474835980662985,-0.14114422747516264,0.42465075558600734,0.4737278500181219,0.6911841955007427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8,-0.02208851336430183,0.6261658815458875,0.03494347379239471,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.014953532762902837,0.09335161069225499,-0.03277824228911186,0.22201964986305717,0.6197327852004111,-0.029690533287655658,0.001999447706986004,-0.008824090029802152,0.03367390121516235,0.17224835980662984,0.10885577252483736,0.2024285333637851,0.02445248769928132,-0.3754824711659239,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9,-0.05779529765331674,0.4024370679865654,-0.2150565262076053,-0.28659581762084335,-0.06136441549537196,0.21599862966769445,-0.006551843581183185,0.09335161069225499,-0.3020090115198811,0.10295408844632768,-0.3802672147995889,0.636976133379011,-0.03784256776427997,-0.008824090029802152,-0.08397315760836706,-0.12775164019337015,-0.14114422747516264,0.2024285333637851,-0.5842431644746318,-1.1421491378325905,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10,-0.034690907819248266,-0.3258922298342578,-0.2150565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.36004646723709716,-0.306648389307745,-0.2507269602378298,-0.1596683682228509,-0.3802672147995889,0.636976133379011,-0.025689911707816867,-0.008824090029802152,1.5630856659210448,-0.12775164019337015,0.10885577252483736,-0.24201591108065934,-0.4683011354891245,-1.1421491378325905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
